FormerVersionFileName,exist,LatterVersionFileName,changed,addition,deletion,modification
/home/aiyanxu/pair/django-1.6/django-1.6/django/test/_doctest.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/django/test/_doctest.py,1,1,0,8
/home/aiyanxu/pair/django-1.6/django-1.6/tests/urlpatterns_reverse/views_broken.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/urlpatterns_reverse/views_broken.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/utils_tests/__init__.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/utils_tests/__init__.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/transactions/models.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/transactions/models.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/urlpatterns_reverse/included_namespace_urls.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/urlpatterns_reverse/included_namespace_urls.py,1,0,2,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/urlpatterns_reverse/included_urls2.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/urlpatterns_reverse/included_urls2.py,1,0,2,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/transactions_regress/__init__.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/transactions_regress/__init__.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/urlpatterns_reverse/named_urls.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/urlpatterns_reverse/named_urls.py,1,0,2,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/urlpatterns_reverse/included_named_urls2.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/urlpatterns_reverse/included_named_urls2.py,1,0,2,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/timezones/admin.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/timezones/admin.py,1,0,2,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/unmanaged_models/tests.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/unmanaged_models/tests.py,1,0,0,1
/home/aiyanxu/pair/django-1.6/django-1.6/tests/test_runner_deprecation_app/models.py,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/timezones/forms.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/timezones/forms.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/user_commands/tests.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/user_commands/tests.py,1,3,0,1
/home/aiyanxu/pair/django-1.6/django-1.6/tests/template_tests/test_nodelist.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/template_tests/test_nodelist.py,1,1,0,2
/home/aiyanxu/pair/django-1.6/django-1.6/tests/utils_tests/test_tzinfo.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/utils_tests/test_tzinfo.py,1,1,1,1
/home/aiyanxu/pair/django-1.6/django-1.6/tests/template_tests/test_unicode.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/template_tests/test_unicode.py,1,1,1,3
/home/aiyanxu/pair/django-1.6/django-1.6/tests/validation/test_validators.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/validation/test_validators.py,1,0,0,1
/home/aiyanxu/pair/django-1.6/django-1.6/tests/test_runner_deprecation_app/__init__.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/test_runner_deprecation_app/__init__.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/template_tests/test_callables.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/template_tests/test_callables.py,1,1,0,1
/home/aiyanxu/pair/django-1.6/django-1.6/tests/test_client_regress/session.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/test_client_regress/session.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/template_tests/templatetags/subpackage/echo_invalid.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/template_tests/templatetags/subpackage/echo_invalid.py,1,0,0,1
/home/aiyanxu/pair/django-1.6/django-1.6/tests/test_runner_invalid_app/__init__.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/test_runner_invalid_app/__init__.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/template_tests/templatetags/subpackage/echo.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/template_tests/templatetags/subpackage/echo.py,0,0,0,0
/home/aiyanxu/pair/django-1.6/django-1.6/tests/utils_tests/test_baseconv.py,1,/home/aiyanxu/pair/django-1.7/django-1.7/tests/utils_tests/test_baseconv.py,1,0,0,1
