tests/regressiontests/i18n/commands/compilation.py,1
django/template/loaders/cached.py,1
django/contrib/admin/__init__.py,1
django/db/models/options.py,3
django/core/servers/basehttp.py,1
django/contrib/gis/geoip/tests.py,2
django/contrib/gis/db/backends/spatialite/base.py,1
django/contrib/messages/api.py,1
tests/modeltests/model_inheritance/models.py,1
django/core/urlresolvers.py,4
tests/regressiontests/forms/localflavor/uk.py,1
django/core/handlers/modpython.py,1
django/contrib/formtools/tests/wizard/loadstorage.py,1
tests/regressiontests/generic_inline_admin/models.py,1
django/views/generic/edit.py,1
django/contrib/humanize/templatetags/humanize.py,3
django/contrib/gis/utils/srs.py,1
tests/modeltests/timezones/tests.py,5
django/utils/translation/trans_real.py,4
django/contrib/gis/db/models/sql/compiler.py,3
tests/modeltests/validation/test_error_messages.py,1
django/contrib/gis/admin/options.py,1
tests/regressiontests/comment_tests/tests/templatetag_tests.py,1
django/contrib/formtools/wizard/tests/namedwizardtests/__init__.py,1
tests/regressiontests/templates/custom.py,1
tests/regressiontests/forms/localflavor/es.py,1
django/core/mail/message.py,1
tests/regressiontests/model_regress/tests.py,1
tests/regressiontests/i18n/contenttypes/__init__.py,1
tests/regressiontests/urlpatterns_reverse/erroneous_urls.py,1
django/db/backends/postgresql_psycopg2/base.py,4
django/contrib/gis/tests/geoapp/test_regress.py,2
django/contrib/auth/tests/forms.py,2
tests/regressiontests/forms/localflavor/at.py,1
django/db/backends/postgresql_psycopg2/operations.py,3
django/contrib/formtools/tests/wizard/wizardtests/tests.py,2
django/core/cache/backends/db.py,2
django/contrib/gis/db/backends/oracle/operations.py,1
django/core/management/commands/inspectdb.py,1
django/contrib/gis/tests/test_geoip.py,1
django/contrib/localflavor/sk/forms.py,1
django/contrib/localflavor/pt/forms.py,1
django/middleware/common.py,1
tests/regressiontests/test_client_regress/views.py,1
tests/regressiontests/templates/loaders.py,1
tests/regressiontests/utils/feedgenerator.py,3
django/contrib/gis/db/backends/spatialite/creation.py,4
django/contrib/localflavor/ru/forms.py,1
django/contrib/formtools/tests/wizard/namedwizardtests/urls.py,1
django/contrib/comments/forms.py,1
django/contrib/localflavor/ch/forms.py,1
django/contrib/admin/validation.py,2
tests/regressiontests/test_client_regress/urls.py,1
django/contrib/formtools/wizard/tests/storagetests.py,1
django/contrib/localflavor/us/forms.py,1
tests/modeltests/validators/tests.py,1
django/utils/tzinfo.py,3
django/contrib/localflavor/fr/forms.py,1
django/core/files/storage.py,3
tests/modeltests/timezones/__init__.py,1
django/core/exceptions.py,1
tests/modeltests/test_client/models.py,1
tests/regressiontests/null_fk/tests.py,1
django/contrib/gis/tests/__init__.py,3
