FormerVersionFileName,exist,LatterVersionFileName,changed,addition,deletion,modification
/home/aiyanxu/pair/bzr-1.14/tools/win32/ostools.py,1,/home/aiyanxu/pair/bzr-2.0.0/tools/win32/ostools.py,1,2,0,12
/home/aiyanxu/pair/bzr-1.14/tools/rst2pdf.py,1,/home/aiyanxu/pair/bzr-2.0.0/tools/rst2pdf.py,0,0,0,0
/home/aiyanxu/pair/bzr-1.14/tools/rst2html.py,1,/home/aiyanxu/pair/bzr-2.0.0/tools/rst2html.py,0,0,0,0
/home/aiyanxu/pair/bzr-1.14/tools/win32/bzr-win32-bdist-postinstall.py,1,/home/aiyanxu/pair/bzr-2.0.0/tools/win32/bzr-win32-bdist-postinstall.py,0,0,0,0
/home/aiyanxu/pair/bzr-1.14/tools/doc_generate/autodoc_bash_completion.py,0
/home/aiyanxu/pair/bzr-1.14/tools/http_client.py,1,/home/aiyanxu/pair/bzr-2.0.0/tools/http_client.py,0,0,0,0
/home/aiyanxu/pair/bzr-1.14/tools/win32/file_version.py,1,/home/aiyanxu/pair/bzr-2.0.0/tools/win32/file_version.py,0,0,0,0
/home/aiyanxu/pair/bzr-1.14/tools/doc_generate/autodoc_man.py,0
/home/aiyanxu/pair/bzr-1.14/tools/biobench.py,1,/home/aiyanxu/pair/bzr-2.0.0/tools/biobench.py,0,0,0,0
/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_branchbuilder.py,1,/home/aiyanxu/pair/bzr-2.0.0/bzrlib/tests/test_branchbuilder.py,1,1,0,0
/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/per_repository/test_check.py,1,/home/aiyanxu/pair/bzr-2.0.0/bzrlib/tests/per_repository/test_check.py,1,4,0,8
/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/per_repository/test_fetch.py,1,/home/aiyanxu/pair/bzr-2.0.0/bzrlib/tests/per_repository/test_fetch.py,1,5,0,0
