FormerVersionFileName,exist,LatterVersionFileName,changed,addition,deletion,modification
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/branch_implementations/test_parent.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/branch_implementations/test_parent.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/branch_implementations/test_create_checkout.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/branch_implementations/test_create_checkout.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_ancestry.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_ancestry.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/file_utils.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/file_utils.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_hashcache.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_hashcache.py,1,1,1,3
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/commands/test_merge.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/commands/test_merge.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_http_response.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_http_response.py,1,1,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_break_lock.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_break_lock.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_branch.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_branch.py,1,3,0,8
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_bound_branches.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_bound_branches.py,1,1,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_annotate.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_annotate.py,1,3,0,2
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/branch_implementations/test_hooks.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/branch_implementations/test_hooks.py,1,2,1,52
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/branch_implementations/test_http.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/branch_implementations/test_http.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/commands/test_commit.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/commands/test_commit.py,1,1,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_tag.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_tag.py,1,0,3,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_progress.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_progress.py,1,2,0,4
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_rio.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_rio.py,1,0,0,9
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/branch_implementations/test_stacking.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/branch_implementations/test_stacking.py,1,8,8,33
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/per_repository_reference/test_break_lock.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/per_repository_reference/test_break_lock.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_revno.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_revno.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_reconcile.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_reconcile.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_revision_info.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_revision_info.py,1,1,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_switch.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_switch.py,1,3,0,2
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_re_sign.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_re_sign.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_outside_wt.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_outside_wt.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/blackbox/test_revision_history.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/blackbox/test_revision_history.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_atomicfile.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_atomicfile.py,1,0,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_chunk_writer.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_chunk_writer.py,1,1,0,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/store/versioned/__init__.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/store/versioned/__init__.py,1,0,1,1
/home/aiyanxu/pair/bzr-1.7/bzrlib/tests/test_textmerge.py,1,/home/aiyanxu/pair/bzr-1.14/bzrlib/tests/test_textmerge.py,1,0,0,1
