FileName,File_sloc,File_in_degree,File_out_degree,File_Cyclomatic_Complexity,File_Max_Cyclomatic_Complexity
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\user_interfaces\rec_edit_gtk_simple.py,14,5,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\mri_with_eeg.py,59,5,0,6,6
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\shared_axis_demo.py,38,1,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\legend_demo2.py,11,1,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\line_styles.py,35,3,0,7,7
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\movie_demo.py,15,3,0,3,3
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\multiline.py,31,1,0,2,2
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\log_test.py,6,1,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\legend_demo4.py,19,1,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\legend_demo3.py,23,3,0,1,2
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\legend_demo.py,25,2,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\multi_image.py,52,7,0,6,6
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\usetex_fonteffects.py,16,2,0,2,2
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\pstest.py,21,2,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\matshow.py,13,1,0,2,2
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\mri_demo.py,9,2,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\major_minor_demo1.py,35,3,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\user_interfaces\lineprops_dialog_gtk.py,19,3,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_toolkits\axes_grid\anchored_artists.py,5,11,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\multiple_yaxis_with_spines.py,36,1,0,1,2
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\tests\backend_driver.py,422,11,0,15,15
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\user_interfaces\mathtext_wx.py,95,6,0,1,3
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_toolkits\axisartist\grid_helper_curvelinear.py,481,10,1,2,9
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\mathtext_demo.py,19,3,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\shading_example.py,17,3,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\stix_fonts_demo.py,43,5,0,4,4
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\simple_plot_fps.py,25,2,0,2,2
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\image_demo.py,13,4,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_toolkits\mplot3d\axis3d.py,299,8,1,1,16
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_toolkits\axes_grid\grid_finder.py,1,1,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\api\sankey_demo_old.py,150,2,0,2,4
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\widgets\check_buttons.py,21,3,0,1,4
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\anchored_artists.py,78,9,0,2,2
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\units\bar_demo2.py,26,3,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\widgets\multicursor.py,12,1,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\step_demo.py,17,6,0,1,1
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\pytz\reference.py,82,8,0,2,3
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\pytz\tests\test_docs.py,24,6,0,5,5
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\image_slices_viewer.py,28,3,0,1,2
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\event_handling\pick_event_demo2.py,29,1,0,1,4
E:\Source code on python\Graphics\matplotlib\matplotlib-1.1.0\lib\mpl_examples\pylab_examples\hexbin_demo.py,30,3,0,1,1
